"year","artist_name","song_title","release_week","weeks_charted_all_time","peak_rank","pandora_id","initial_match","gender","register","genre","spoken","falsetto"
1966,"Bobby Fuller Four","I Fought The Law","1966-01-29",11,9,7069068,"True","male",5,"Rock",2,0
1966,"Bobby Fuller Four","Love's Made A Fool Of You","1966-04-16",6,26,641706,"True","male",5,"Rock",0,0
1966,"Bobby Goldsboro","Blue Autumn","1966-12-10",9,35,2180012,"True","male",4,"Country",0,0
1966,"Bobby Goldsboro","Broomstick Cowboy","1965-12-18",7,53,2180014,"True","male",4,"Country",0,0
1966,"Bobby Goldsboro","I Know You Better Than That","1966-05-14",5,56,7231213,"False","male",4,"Pop",2,0
1966,"Bobby Goldsboro","It Hurts Me","1966-09-03",5,70,7231210,"True",NULL,NULL,NULL,NULL,NULL
1966,"Bobby Goldsboro","It's Too Late","1966-02-19",8,23,243869,"True","male",5,"Rock",0,0
1966,"Bobby Hebb","A Satisfied Mind","1966-10-08",6,39,15023159,"True",NULL,NULL,NULL,NULL,NULL
1966,"Bobby Hebb","Love Me","1966-12-31",3,84,5781334,"True",NULL,NULL,NULL,NULL,NULL
1966,"Bobby Hebb","Sunny","1966-06-25",15,2,5781337,"True","male",5,"R&B",2,0
1966,"Bobby McClure","Peak Of Love","1966-12-10",2,97,11020195,"True","male",8,"R&B",0,0
1966,"Bobby Moore & The Rhythm Aces","Searching For My Love","1966-06-25",10,27,581188,"True","male",7,"R&B",0,0
1966,"Bobby Moore's Rhythm Aces featuring Chico","Try My Love Again","1966-12-17",2,97,581201,"True","male",6,"R&B",0,0
1966,"Bobby Powell","C.C. Rider","1965-12-04",7,76,364177,"True","male",7,"R&B",0,0
1966,"Bobby Vee And The Strangers","Look At Me Girl","1966-07-09",8,52,12516243,"True",NULL,NULL,NULL,NULL,NULL
1966,"Bobby Vinton","Coming Home Soldier","1966-11-19",12,11,5777934,"True",NULL,NULL,NULL,NULL,NULL
1966,"Bobby Vinton","Dum-De-Da","1966-04-30",6,40,171245,"False","male",5,"Pop",0,0
1966,"Bobby Vinton","Petticoat White (Summer Sky Blue)","1966-08-06",3,81,6893648,"True",NULL,NULL,NULL,NULL,NULL
1966,"Bobby Vinton","Satin Pillows","1965-12-04",10,23,6893660,"True",NULL,NULL,NULL,NULL,NULL
1966,"Bobby Vinton","Tears","1966-02-26",5,59,171245,"False","male",5,"Pop",0,0
1966,"Bonnie Guitar","I'm Living In Two Worlds","1966-04-02",2,99,11627775,"True",NULL,NULL,NULL,NULL,NULL
1966,"Booker T. & The MG's","My Sweet Potato","1966-09-03",5,85,476636,"True","#N/A",0,"Rock",0,0
1966,"Boots Randolph","The Shadow Of Your Smile","1966-12-24",3,93,9770757,"True",NULL,NULL,NULL,NULL,NULL
1966,"Brenda Lee","Ain't Gonna Cry No More","1966-07-02",4,77,5081,"False","male",7,"Pop",5,0
1966,"Brenda Lee","Coming On Strong","1966-10-01",13,11,243361,"True","female",6,"Pop",3,0
1966,"Brian Hyland","3000 Miles","1966-04-16",1,99,15333093,"True",NULL,NULL,NULL,NULL,NULL
1966,"Brian Hyland","Run, Run, Look And See","1966-10-22",9,25,15333103,"True",NULL,NULL,NULL,NULL,NULL
1966,"Brian Hyland","The Joker Went Wild","1966-07-16",11,20,198454,"True","male",5,"Rock",0,0
1966,"Brian Wilson","Caroline, No","1966-03-26",7,32,222298,"True","male",5,"Pop",0,5
1966,"Buck Owens","Waitin' In Your Welfare Line","1966-01-29",7,57,1747706,"True","male",7,"Country",0,0
1966,"Buck Owens and The Buckaroos","Buckaroo","1965-11-13",9,60,10078916,"True",NULL,NULL,NULL,NULL,NULL
1966,"Buck Owens and The Buckaroos","Think Of Me","1966-05-28",5,74,1747702,"True","male",6,"Country",0,0
1966,"Bud Shank","Michelle","1966-01-22",6,65,6979730,"True",NULL,NULL,NULL,NULL,NULL
1966,"Buddy Starcher","History Repeats Itself","1966-04-09",7,39,16676624,"True",NULL,NULL,NULL,NULL,NULL
1966,"Cab Calloway","History Repeats Itself","1966-04-16",3,89,96069,"False",NULL,NULL,NULL,NULL,NULL
1966,"Carla Thomas","B-A-B-Y","1966-08-20",16,14,9796494,"True","female",7,"R&B",2,0
1966,"Carla Thomas","Let Me Be Good To You","1966-04-30",6,62,9796457,"True","female",7,"R&B",0,0
1966,"Chad & Jeremy","Distant Shores","1966-07-09",9,30,7237233,"True","male",4,"Pop",0,4
1966,"Chad & Jeremy","You Are She","1966-10-08",4,87,2234067,"True","duet",5,"Pop",0,2
1966,"Cher","Alfie","1966-07-30",6,32,7093539,"True",NULL,NULL,NULL,NULL,NULL
1966,"Cher","Bang Bang (My Baby Shot Me Down)","1966-03-12",11,2,7415304,"True","female",4,"Pop",0,0
1966,"Cher","Behind The Door","1966-11-26",1,97,7202580,"True",NULL,NULL,NULL,NULL,NULL
1966,"Chris Andrews","Yesterday Man","1966-01-01",1,94,16585722,"True",NULL,NULL,NULL,NULL,NULL
1966,"Chris Montez","Call Me","1966-01-08",10,22,11655229,"True",NULL,NULL,NULL,NULL,NULL
1966,"Chris Montez","The More I See You","1966-04-16",14,16,7516115,"True","male",6,"Pop",0,0
1966,"Chris Montez","There Will Never Be Another You","1966-08-13",8,33,7516133,"True",NULL,NULL,NULL,NULL,NULL
1966,"Chris Montez","Time After Time","1966-10-29",8,36,7519551,"True",NULL,NULL,NULL,NULL,NULL
1966,"Chubby Checker","Hey You! Little Boo-Ga-Loo","1966-07-02",5,76,9828389,"True",NULL,NULL,NULL,NULL,NULL
1966,"Cilla Black","Alfie","1966-08-27",3,95,16539920,"True","female",8,"Pop",0,0
1966,"Claudine Longet","Meditation (Meditacao)","1966-11-05",2,98,13824421,"True","female",6,"Pop",2,0
1966,"Clefs Of Lavender Hill","Stop! - Get A Ticket","1966-06-25",6,80,6858528,"True","male",6,"Rock",2,0
1966,"Connie Francis","Jealous Heart","1965-11-27",8,47,274620,"True",NULL,NULL,NULL,NULL,NULL
1966,"Connie Francis","Love Is Me, Love Is You","1966-03-19",6,66,13680873,"False",NULL,NULL,NULL,NULL,NULL
1966,"Connie Francis","Spanish Nights And You","1966-11-05",2,99,6080331,"True",NULL,NULL,NULL,NULL,NULL
1966,"Count Five","Psychotic Reaction","1966-09-10",12,5,6612353,"True","male",7,"Pop",0,0
1966,"Crispian St. Peters","Changes","1966-09-17",7,57,16961790,"True","male",7,"Pop",0,6
1966,"Crispian St. Peters","The Pied Piper","1966-06-11",12,4,12817790,"True","male",5,"Rock",0,0
1966,"Dallas Frazier","Elvira","1966-04-30",4,72,13098223,"False",NULL,NULL,NULL,NULL,NULL
1966,"Damita Jo","If You Go Away","1966-12-10",10,68,10680035,"True","female",4,"R&B",4,0
1966,"Dana Rollin","Winchester Cathedral","1966-11-05",6,71,7056476,"False",NULL,NULL,NULL,NULL,NULL
1966,"Darrell Banks","Open The Door To Your Heart","1966-07-23",12,27,7193269,"True","male",6,"R&B",0,2
1966,"Darrell Banks","Somebody (Somewhere) Needs You","1966-10-15",8,55,7193271,"True",NULL,NULL,NULL,NULL,NULL
1966,"Darrow Fletcher","The Pain Gets A Little Deeper","1966-01-15",3,89,9974736,"True","male",9,"R&B",0,0
1966,"Dave ""Baby"" Cortez","Count Down","1966-06-04",3,91,5776431,"False","male",8,"Pop",0,2
1966,"David & Jonathan","Michelle","1966-01-08",9,18,9074177,"True","male",5,"Rock",0,0
1966,"David Houston","Almost Persuaded","1966-07-16",15,24,7242632,"True","male",6,"Pop",0,0
1966,"Davie Allan And The Arrows","Theme From The Wild Angels","1966-11-12",2,99,165887,"True","#N/A",0,"Pop",0,0
1966,"Dean Martin","(Open Up The Door) Let The Good Times In","1966-12-17",6,55,9660486,"True",NULL,NULL,NULL,NULL,NULL
1966,"Dean Martin","A Million And One","1966-07-23",7,41,13927441,"True",NULL,NULL,NULL,NULL,NULL
1966,"Dean Martin","Come Running Back","1966-05-07",7,35,13927446,"True",NULL,NULL,NULL,NULL,NULL
1966,"Dean Martin","I Will","1965-10-30",10,10,1416407,"True",NULL,NULL,NULL,NULL,NULL
1966,"Dean Martin","Nobody's Baby Again","1966-10-08",6,60,9660477,"True",NULL,NULL,NULL,NULL,NULL
1966,"Dean Martin","Somewhere There's A Someone","1966-02-12",8,32,9660509,"True","male",5,"Pop",0,0
1966,"Dean Parrish","Tell Her","1966-07-16",2,97,5646535,"False",NULL,NULL,NULL,NULL,NULL
1966,"Dee Dee Warwick","I Want To Be With You","1966-08-27",12,41,291369,"True","female",8,"R&B",0,3
1966,"Dee Dee Warwick","I'm Gonna Make You Love Me","1966-11-26",3,88,291371,"True","male",8,"R&B",0,0
1966,"Dee Jay And The Runaways","Peter Rabbit","1966-05-07",11,45,5231061,"True",NULL,NULL,NULL,NULL,NULL
1966,"Del Shannon","The Big Hurt","1966-05-07",2,94,13429027,"False",NULL,NULL,NULL,NULL,NULL
1966,"Della Reese","It Was A Very Good Year","1966-09-10",2,99,568170,"False",NULL,NULL,NULL,NULL,NULL
1966,"Deon Jackson","Love Makes The World Go Round","1966-01-22",14,11,8964233,"True","male",5,"Pop",2,3
1966,"Deon Jackson","Love Takes A Long Time Growing","1966-04-30",5,77,615158,"True","male",6,"R&B",0,3
1966,"Dickie Goodman","Batman & His Grandmother","1966-05-28",3,70,6135351,"True",NULL,NULL,NULL,NULL,NULL
1966,"Dino, Desi & Billy","Please Don't Fight It","1965-12-11",7,60,7428807,"False","male",6,"Pop",0,0
1966,"Dino, Desi & Billy","Superman","1966-03-05",2,94,7428807,"False","male",6,"Pop",0,0
1966,"Dionne Warwick","Another Night","1966-12-24",6,49,57984,"True",NULL,NULL,NULL,NULL,NULL
1966,"Dionne Warwick","Are You There (With Another Girl)","1965-12-11",10,39,7485405,"True","female",7,"Pop",0,0
1966,"Dionne Warwick","I Just Don't Know What To Do With Myself","1966-10-01",8,26,57987,"True","female",7,"Pop",0,0
1966,"Dionne Warwick","Message To Michael","1966-04-02",12,8,57996,"True","female",7,"Pop",0,0
1966,"Dionne Warwick","Trains And Boats And Planes","1966-07-02",7,22,57991,"True","female",5,"Pop",0,0
1966,"Don Covay & The Goodtimers","Seesaw","1965-11-13",9,44,7269796,"False",NULL,NULL,NULL,NULL,NULL
1966,"Don Ho and the Aliis","Tiny Bubbles","1966-11-26",17,57,1217621,"True","male",4,"Pop",0,0
1966,"Donovan","Mellow Yellow","1966-11-12",12,2,6617809,"True","male",6,"Pop",4,0
1966,"Donovan","Sunshine Superman","1966-07-30",13,1,7114847,"True","male",5,"Folk",0,0
1966,"Dr. West's Medicine Show and Junk Band","The Eggplant That Ate Chicago","1966-11-26",7,52,575723,"True","male",5,"Pop",2,0
1966,"Drafi","Marble Breaks And Iron Bends","1966-05-14",3,80,611078,"False",NULL,NULL,NULL,NULL,NULL
1966,"Dusty Springfield","All I See Is You","1966-09-17",8,20,52438,"True","female",6,"Pop",0,0
1966,"Dusty Springfield","You Don't Have To Say You Love Me","1966-05-21",13,4,52452,"True","female",7,"Pop",0,0
1966,"Eddie Fisher","Games That Lovers Play","1966-10-29",9,45,8970128,"True",NULL,NULL,NULL,NULL,NULL
1966,"Eddie Floyd","Knock On Wood","1966-09-10",17,28,477677,"True","male",7,"R&B",0,2
1966,"Eddie Holman","This Can't Be True","1966-01-15",11,57,272665,"True","male",10,"R&B",2,7
1966,"Eddy Arnold","I Want To Go With You","1966-02-05",11,36,7079871,"True",NULL,NULL,NULL,NULL,NULL
1966,"Eddy Arnold","Make The World Go Away","1965-10-16",14,6,8445,"True","male",5,"Pop",0,0
1966,"Eddy Arnold","Somebody Like Me","1966-10-15",6,53,261342,"True","male",5,"Country",0,0
1966,"Eddy Arnold","The Last Word In Lonesome Is Me","1966-05-14",7,40,1172875,"True","male",4,"Country",0,2
1966,"Eddy Arnold","The Tip Of My Fingers","1966-07-23",7,43,261341,"True","male",5,"Country",2,0
1966,"Edwin Starr","Headline News","1966-05-07",4,84,5902068,"True",NULL,NULL,NULL,NULL,NULL
1966,"Edwin Starr","Stop Her On Sight (S.O.S.)","1966-02-19",8,48,5902071,"True",NULL,NULL,NULL,NULL,NULL
1966,"Elvis Presley","Blue River","1966-01-01",1,95,10579115,"True",NULL,NULL,NULL,NULL,NULL
1966,"Elvis Presley","Frankie And Johnny","1966-03-19",8,25,1367720,"True","male",5,"Rock",0,0
1966,"Elvis Presley","Love Letters","1966-07-02",7,19,5616544,"True","male",5,"Pop",0,0
1966,"Elvis Presley","Please Don't Stop Loving Me","1966-03-19",8,45,9741166,"True",NULL,NULL,NULL,NULL,NULL
1966,"Elvis Presley With The Jordanaires","All That I Am","1966-10-08",8,41,10927675,"False",NULL,NULL,NULL,NULL,NULL
1966,"Elvis Presley With The Jordanaires","Puppet On A String","1965-11-13",10,14,10927675,"False",NULL,NULL,NULL,NULL,NULL
1966,"Elvis Presley With The Jordanaires","Spinout","1966-10-08",7,40,6888454,"False",NULL,NULL,NULL,NULL,NULL
1966,"Elvis Presley With The Jordanaires","Tell Me Why","1966-01-01",7,33,10927675,"False",NULL,NULL,NULL,NULL,NULL
1966,"Eric Burdon & The Animals","Help Me Girl","1966-11-26",9,29,89278,"True","male",7,"Rock",2,0
1966,"Eric Burdon & The Animals","See See Rider","1966-09-17",10,10,9805354,"True","male",8,"Pop",3,0
1966,"Esther Phillips","When A Woman Loves A Man","1966-06-04",5,73,7406088,"True","female",6,"R&B",0,0
1966,"Etta James & Sugar Pie DeSanto","In The Basement - Part 1","1966-08-13",2,97,484734,"True","female",8,"R&B",0,0
1966,"Flip Cartridge","Dear Mrs. Applebee","1966-08-20",2,91,11620207,"False",NULL,NULL,NULL,NULL,NULL
1966,"Fontella Bass","I Surrender","1966-03-26",6,78,681499,"True","female",7,"Pop",0,0
1966,"Fontella Bass","Recovery","1965-12-25",8,37,681497,"True","female",8,"Pop",0,0
1966,"Fontella Bass","Safe And Sound","1966-08-27",1,100,681501,"True","female",8,"Pop",0,0
1966,"Four Tops","Loving You Is Sweeter Than Ever","1966-05-28",8,45,88158,"True","male",7,"R&B",0,0
1966,"Four Tops","Reach Out I'll Be There","1966-09-03",15,1,88151,"True","male",7,"Pop",0,0
1966,"Four Tops","Shake Me, Wake Me (When It's Over)","1966-02-19",9,18,7022336,"True","male",6,"R&B",0,0
1966,"Four Tops","Standing In The Shadows Of Love","1966-12-17",10,6,88152,"True","male",6,"R&B",5,0
1966,"Frank Gallop","The Ballad Of Irving","1966-04-16",9,34,10708555,"True","male",5,"Pop",7,0
1966,"Frank Sinatra","It Was A Very Good Year","1965-12-25",8,28,7893838,"True","male",6,"Jazz",0,0
1966,"Frank Sinatra","Strangers In The Night","1966-05-07",15,1,13942800,"True","male",6,"Jazz",0,0
1966,"Frank Sinatra","Summer Wind","1966-09-03",7,25,9895694,"True","male",6,"Jazz",0,0
1966,"Frank Sinatra","That's Life","1966-11-19",11,4,13942808,"True",NULL,NULL,NULL,NULL,NULL
1966,"Frankie Valli","(You're Gonna) Hurt Yourself","1966-01-15",7,39,7762870,"True",NULL,NULL,NULL,NULL,NULL
1966,"Frankie Valli","The Proud One","1966-11-12",6,68,7762907,"True",NULL,NULL,NULL,NULL,NULL
1966,"Freddy Cannon","The Dedication Song","1966-02-19",6,41,5934049,"True",NULL,NULL,NULL,NULL,NULL
1966,"Freddy Scott","Are You Lonely For Me","1966-12-24",12,39,11374810,"True","male",7,"R&B",3,2
1966,"Garnet Mimms","I'll Take Good Care Of You","1966-03-26",9,30,521288,"True",NULL,NULL,NULL,NULL,NULL
1966,"Gary And The Hornets","Hi Hi Hazel","1966-11-19",2,96,162788,"False",NULL,NULL,NULL,NULL,NULL
1966,"Gary Lewis And The Playboys","(You Don't Have To) Paint Me A Picture","1966-10-08",8,15,755213,"True","male",6,"R&B",0,0
1966,"Gary Lewis And The Playboys","Green Grass","1966-05-14",8,8,710217,"True","male",5,"R&B",2,0
1966,"Gary Lewis And The Playboys","My Heart's Symphony","1966-07-30",7,13,755211,"True","male",5,"R&B",2,0
1966,"Gary Lewis And The Playboys","She's Just My Style","1965-12-11",12,3,710213,"True","male",6,"Pop",0,0
1966,"Gary Lewis And The Playboys","Sure Gonna Miss Her","1966-03-05",9,9,755205,"True","male",5,"R&B",3,0
1966,"Gary Lewis And The Playboys","Where Will The Words Come From","1966-12-17",9,21,755214,"True","male",5,"R&B",0,0
1966,"Gene Chandler","(I'm Just A) Fool For You","1966-03-19",2,88,6552062,"True","male",7,"R&B",0,0
1966,"Gene Chandler","I Fooled You This Time","1966-11-26",8,45,7088808,"True","male",8,"R&B",0,3
1966,"Gene Chandler","Rainbow '65 (Part I)","1965-11-27",8,69,7328162,"True","male",10,"R&B",2,4
1966,"Gene Pitney","Backstage","1966-04-23",8,25,15395983,"True",NULL,NULL,NULL,NULL,NULL
1966,"Gene Pitney","Just One Smile","1966-12-24",6,64,15395985,"True","male",7,"Pop",0,0
1966,"Gene Pitney","Princess In Rags","1965-11-20",8,37,7553704,"True","male",7,"Pop",0,0
1966,"Georgie Fame And The Blue Flames","Get Away","1966-08-20",7,70,10584392,"False",NULL,NULL,NULL,NULL,NULL
1966,"Gerry And The Pacemakers","Girl On A Swing","1966-09-10",9,28,7451383,"True","female",6,"Rock",0,0
1966,"Gerry And The Pacemakers","La La La","1966-04-02",3,90,1096501,"True","male",5,"Pop",2,0
1966,"Googie Rene Combo","Smokey Joe's La La","1966-02-26",3,77,6482058,"True",NULL,NULL,NULL,NULL,NULL
1966,"Hedgehoppers Anonymous","It's Good News Week","1965-12-04",10,48,6530091,"True","male",5,"Rock",0,0
1966,"Herb Alpert & The Tijuana Brass","Flamingo","1966-09-03",6,28,6598420,"True","#N/A",0,"Pop",0,0
1966,"Herb Alpert & The Tijuana Brass","Mame","1966-11-19",8,19,6598424,"True",NULL,NULL,NULL,NULL,NULL
1966,"Herb Alpert & The Tijuana Brass","Spanish Flea","1966-03-19",7,27,13897015,"True","#N/A",0,"Pop",0,0
1966,"Herb Alpert & The Tijuana Brass","Taste Of Honey","1965-09-25",16,7,5615314,"True","#N/A",0,"Pop",0,0
1966,"Herb Alpert & The Tijuana Brass","The Work Song","1966-07-02",8,18,6598429,"True","#N/A",0,"Pop",0,0
1966,"Herb Alpert & The Tijuana Brass","Tijuana Taxi","1965-12-25",8,38,13896982,"True","#N/A",0,"Pop",0,0
1966,"Herb Alpert & The Tijuana Brass","What Now My Love","1966-03-19",8,24,6598591,"True","#N/A",0,"Pop",0,0
1966,"Herb Alpert & The Tijuana Brass","Zorba The Greek","1965-12-25",12,11,13896979,"True","#N/A",0,"Pop",0,0
1966,"Herbie Mann","Philly Dog","1966-10-01",1,93,6932829,"True",NULL,NULL,NULL,NULL,NULL
1966,"Herman's Hermits","A Must To Avoid","1965-12-25",9,8,509238,"True","male",5,"Rock",0,0
1966,"Herman's Hermits","Dandy","1966-10-01",11,5,6595336,"True","male",7,"Pop",0,0
1966,"Herman's Hermits","East West","1966-12-03",8,27,509243,"True","male",5,"Pop",0,0
1966,"Herman's Hermits","Leaning On The Lamp Post","1966-04-09",8,9,509239,"True","male",6,"Rock",0,0
1966,"Herman's Hermits","Listen People","1966-02-19",9,3,509241,"True","male",6,"Rock",0,0
1966,"Herman's Hermits","This Door Swings Both Ways","1966-07-09",8,12,6595335,"True","male",5,"Pop",0,0
1966,"Howard Tate","Ain't Nobody Home","1966-08-20",7,63,1911282,"True","male",9,"R&B",0,4
1966,"Howard Tate","Look At Granny Run, Run","1966-12-24",7,67,1911291,"True","male",9,"R&B",0,4
1966,"Ike & Tina Turner Featuring Tina","River Deep-Mountain High","1966-05-28",4,88,13652844,"True",NULL,NULL,NULL,NULL,NULL
1966,"J.J. Barnes","Real Humdinger","1966-04-09",5,80,7438089,"True",NULL,NULL,NULL,NULL,NULL
1966,"J.J. Jackson","But It's Alright","1966-10-01",23,22,274003,"True","male",5,"R&B",3,0
1966,"J.J. Jackson","I Dig Girls","1966-12-31",3,83,274008,"True","male",7,"R&B",3,0
1966,"Jack Jones","A Day In The Life Of A Fool","1966-10-29",8,62,572110,"True","male",5,"Jazz",0,0
1966,"Jack Jones","Love Bug","1965-12-11",6,71,256981,"False",NULL,NULL,NULL,NULL,NULL
1966,"Jack Jones","The Impossible Dream (The Quest)","1966-06-04",10,35,572113,"True","male",5,"Pop",0,0
1966,"Jackie DeShannon","Come And Get Me","1966-05-28",3,83,1786362,"True","female",7,"Pop",0,0
1966,"Jackie DeShannon","I Can Make It With You","1966-09-10",6,68,5940907,"True","female",7,"Pop",0,0
1966,"Jackie Lee","The Duck","1965-11-20",14,14,4363039,"True","male",6,"R&B",0,0
1966,"Jackie Wilson","Whispers (Gettin' Louder)","1966-10-15",12,11,546309,"True","male",9,"Pop",0,0
1966,"Jackie Wilson And LaVern Baker","Think Twice","1966-01-15",1,93,546718,"True","duet",6,"R&B",2,4
1966,"James & Bobby Purify","I'm Your Puppet","1966-09-24",14,6,1064125,"True","duet",7,"Pop",2,3
1966,"James Brown And The Famous Flames","Ain't That A Groove (Part 1)","1966-03-05",7,42,1049241,"True","male",9,"R&B",2,2
1966,"James Brown And The Famous Flames","Don't Be A Drop-Out","1966-10-08",7,50,1049252,"True","male",9,"R&B",2,0
1966,"James Brown And The Famous Flames","I Got You (I Feel Good)","1965-11-13",12,3,10351,"True","male",8,"R&B",2,2
1966,"James Brown And The Famous Flames","I'll Go Crazy","1966-02-19",2,73,1916616,"True","male",8,"R&B",0,2
1966,"James Brown And The Famous Flames","It's A Man's Man's Man's World","1966-04-30",9,8,68021,"True","male",7,"Pop",2,2
1966,"James Brown And The Famous Flames","Lost Someone","1961-12-18",12,48,12790282,"True",NULL,NULL,NULL,NULL,NULL
1966,"James Brown And The Famous Flames","Money Won't Change You (Part 1)","1966-07-30",9,53,6575254,"True",NULL,NULL,NULL,NULL,NULL
1966,"James Brown At The Organ","Try Me","1965-11-20",8,63,93848,"True","male",7,"Rock",0,0
1966,"James Carr","Love Attack","1966-07-30",1,99,537567,"True","male",7,"R&B",0,2
1966,"James Carr","Pouring Water On A Drowning Man","1966-10-22",4,85,537566,"True","male",7,"R&B",2,0
1966,"James Carr","You've Got My Mind Messed Up","1966-04-09",6,63,538004,"True","male",6,"R&B",0,0
1966,"Jamo Thomas & His Party Brothers Orchestra","I Spy (For The FBI)","1966-03-19",2,98,2197263,"True","male",7,"R&B",2,0
1966,"Jan & Dean","Batman","1966-02-12",5,66,7385691,"True",NULL,NULL,NULL,NULL,NULL
1966,"Jan & Dean","Fiddle Around","1966-09-03",4,93,7391011,"True",NULL,NULL,NULL,NULL,NULL
1966,"Jan & Dean","Popsicle","1966-06-04",9,21,7391007,"True",NULL,NULL,NULL,NULL,NULL
1966,"Jay & The Americans","(He's) Raining In My Sunshine","1966-11-26",4,90,672762,"True","male",5,"Pop",0,0
1966,"Jay & The Americans","Crying","1966-05-28",6,25,12183492,"True","male",4,"Pop",0,3
1966,"Jay & The Americans","Livin' Above Your Head","1966-07-30",5,76,672761,"True","male",6,"Pop",0,0
1966,"Jay & The Americans","Sunday And Me","1965-11-20",8,18,672758,"True","male",6,"Pop",0,0
1966,"Jay & The Americans","Why Can't You Bring Me Home","1966-02-19",6,63,672759,"True","male",6,"Pop",2,0
1966,"Jeannie Seely","Don't Touch Me","1966-05-28",5,85,7552208,"True",NULL,NULL,NULL,NULL,NULL
1966,"Jerry Butler","For Your Precious Love","1966-03-26",2,99,9716654,"True","male",7,"Pop",0,0
1966,"Jerry Vale","Dommage, Dommage (Too Bad, Too Bad)","1966-10-08",2,93,12773255,"True",NULL,NULL,NULL,NULL,NULL
1966,"Jim Reeves","Blue Side Of Lonesome","1966-08-27",8,59,505878,"True","male",2,"Country",0,0
1966,"Jim Reeves","Distant Drums","1966-04-09",7,45,505877,"True","male",2,"Country",0,0
1966,"Jim Reeves","Snow Flake","1966-01-15",6,66,505876,"True","male",4,"Country",2,0
1966,"Jimmie Rodgers","It's Over","1966-05-14",7,37,12434824,"True",NULL,NULL,NULL,NULL,NULL
1966,"Jimmy Castor","Hey, Leroy, Your Mama's Callin' You","1966-12-31",9,31,10806,"True","#N/A",0,"Pop",0,0
1966,"Jimmy Holiday","Baby I Love You","1966-09-03",1,98,13740793,"True",NULL,NULL,NULL,NULL,NULL
1966,"Jimmy Hughes","Neighbor, Neighbor","1966-06-04",6,65,13036942,"True",NULL,NULL,NULL,NULL,NULL
1966,"Jimmy McCracklin","My Answer","1966-01-29",1,92,7110384,"True","male",7,"R&B",2,0
1966,"Jimmy Ruffin","I've Passed This Way Before","1966-12-03",11,17,553419,"True","male",6,"R&B",2,0
1966,"Jimmy Ruffin","What Becomes Of The Brokenhearted","1966-08-20",17,7,553418,"True","male",7,"Pop",0,0
1966,"Jimmy Smith","Got My Mojo Working (Part I)","1966-04-02",7,51,6059254,"True",NULL,NULL,NULL,NULL,NULL
1966,"Jimmy Smith","I'm Your Hoochie Cooche Man (Part 1)","1966-08-27",2,94,711,"False",NULL,NULL,NULL,NULL,NULL
1966,"Joe Simon","Teenager's Prayer","1966-06-18",7,66,51126,"True","male",7,"Pop",0,2
1966,"Joe Tex","A Sweet Woman Like You","1965-12-04",9,29,9039030,"True","male",8,"Pop",0,0
1966,"Joe Tex","I Believe I'm Gonna Make It","1966-07-23",5,67,9039028,"True","male",8,"R&B",4,4
1966,"Joe Tex","I've Got To Do A Little Bit Better","1966-10-08",5,64,6618030,"True","male",8,"R&B",0,0
1966,"Joe Tex","Papa Was Too","1966-12-17",7,44,9039037,"True","male",8,"R&B",4,2
1966,"Joe Tex","S.Y.S.L.J.F.M. (The Letter Song)","1966-05-14",7,39,5834273,"True","male",8,"Pop",0,2
1966,"Joe Tex","The Love You Save (May Be Your Own)","1966-03-05",8,56,8155710,"True","male",7,"Pop",5,3
1966,"Johnny and The Expressions","Something I Want To Tell You","1966-01-22",5,79,5431786,"True","male",7,"R&B",3,3
1966,"Johnny Cash","Everybody Loves A Nut","1966-07-02",2,96,6115789,"True",NULL,NULL,NULL,NULL,NULL
1966,"Johnny Cash","The One On The Right Is On The Left","1966-02-26",6,46,6115779,"True","male",5,"Country",3,0
1966,"Johnny Lytle","The Loop","1966-01-22",5,80,6018072,"True",NULL,NULL,NULL,NULL,NULL
1966,"Johnny Rivers","(I Washed My Hands In) Muddy Water","1966-06-11",8,19,691478,"True","male",7,"Rock",2,0
1966,"Johnny Rivers","Poor Side Of Town","1966-09-17",15,1,12681949,"True","male",5,"Pop",0,0
1966,"Johnny Rivers","Secret Agent Man","1966-03-19",11,3,5717587,"True",NULL,NULL,NULL,NULL,NULL
1966,"Johnny Rivers","Under Your Spell Again","1965-12-18",8,35,691480,"True","female",7,"Rock",0,0
1966,"Johnny Sea","Day For Decision","1966-06-11",6,35,7473513,"True",NULL,NULL,NULL,NULL,NULL
1966,"Jonathan King","Where The Sun Has Never Shone","1966-01-15",2,97,2826630,"False",NULL,NULL,NULL,NULL,NULL
1966,"Jr. Walker & The All Stars","(I'm A) Road Runner","1966-04-09",12,20,1955294,"True","male",8,"Pop",0,0
1966,"Jr. Walker & The All Stars","Cleo's Mood","1966-01-15",6,50,1955291,"True","#N/A",0,"Pop",0,0
1966,"Jr. Walker & The All Stars","How Sweet It Is (To Be Loved By You)","1966-07-30",11,18,6946137,"True","male",9,"Pop",0,3
1966,"Jr. Walker & The All Stars","Money (That's What I Want) (Part 1)","1966-11-19",6,52,12705022,"True",NULL,NULL,NULL,NULL,NULL
1966,"Julie Monday","Come Share The Good Times With Me","1966-08-20",2,96,13821722,"False",NULL,NULL,NULL,NULL,NULL
1966,"Just Us","I Can't Grow Peaches On A Cherry Tree","1966-03-12",11,34,10734711,"True","male",4,"Pop",0,0
1966,"Keith",98.6,"1966-12-10",14,7,633832,"True","male",5,"Pop",0,0
