"peak_rank","points","year","artist_name","song_title","initial_match","falsetto","gender","register","genre","spoken","pandora_id","preview_url"
62,258,1973,"John Denver","I'd Rather Be A Cowboy (Lady's Chains)","True",0,"male",5,"Rock",0,858944,NULL
69,89,1973,"John Denver","Please Daddy","True",0,"male",8,"Country",0,858946,NULL
18,833,1973,"John Lennon","Mind Games","True",3,"male",7,"Pop",0,33151,"https://p.scdn.co/mp3-preview/87b7aef47f707f3f3cafe4a668795e3892dce73a?cid=635a94c846854eb29813825c79d704a2"
15,732,1973,"Johnnie Taylor","Cheaper To Keep Her","True",0,"male",6,"Pop",3,13061692,NULL
11,1132,1973,"Johnnie Taylor","I Believe In You (You Believe In Me)","True",4,"male",8,"R&B",2,5825995,"https://p.scdn.co/mp3-preview/8bed98689a9e32aebc293fd6e3df32d72076c6c8?cid=635a94c846854eb29813825c79d704a2"
75,174,1973,"Johnny Mathis","I'm Coming Home","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
54,323,1973,"Johnny Mathis","Life Is A Song Worth Singing","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
77,80,1973,"Johnny Nash","My Merry Go Round","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,973,1973,"Johnny Nash","Stir It Up","True",0,"male",7,"Reggae/Ska",0,5840371,NULL
38,458,1973,"Johnny Rivers","Blue Suede Shoes","True",0,"male",4,"Pop",0,12617292,NULL
70,132,1973,"Johnny Rodriguez","Ridin' My Thumb To Mexico (Re-Recorded)","True",0,"male",5,"Country",0,2856373,NULL
86,32,1973,"Johnny Rodriguez","You Always Come Back (To Hurting Me)","True",0,"male",6,"Country",0,520635,NULL
78,95,1973,"Johnny Williams","Slow Motion (Part 1) (Previously released material)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
65,185,1973,"Joni Mitchell","Raised On Robbery","True",0,"female",7,"Pop",0,41328,NULL
14,983,1973,"Jud Strunk","Daisy A Day","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
32,543,1973,"Judy Collins","Cook With Honey","True",0,"female",7,"Folk",0,217719,NULL
81,64,1973,"Keith Hampshire","Big Time Operator","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
70,303,1973,"Keith Hampshire","First Cut Is The Deepest","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
82,68,1973,"Kenny Karen","That's Why You Remember","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
73,79,1973,"Kevin Johnson","Rock & Roll Gave You the Best Years of My Life","True",0,"male",3,"Folk",0,9055448,NULL
91,29,1973,"King Harvest","A Little Bit Like Magic","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
29,623,1973,"Kool & The Gang","Funky Stuff","True",0,"male",6,"Pop",5,32344,NULL
4,1533,1973,"Kool & The Gang","Jungle Boogie","True",0,"male",2,"Pop",10,32342,NULL
49,278,1973,"Kris Kristofferson & Rita Coolidge","A Song I'd Like To Sing","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
16,2142,1973,"Kris Kristofferson","Why Me","True",0,"male",4,"Country",4,156150,NULL
15,968,1973,"Lamont Dozier","Trying To Hold On To My Woman","True",3,"male",6,"R&B",0,10613255,NULL
20,877,1973,"Led Zeppelin","D'yer Mak'er","True",0,"male",7,"Rock",0,70852,NULL
51,282,1973,"Led Zeppelin","Over The Hills And Far Away","True",0,"male",8,"Rock",0,70855,NULL
89,24,1973,"Leon Russell","Queen Of The Roller Derby (live)","True",0,"male",7,"Pop",3,486551,NULL
51,311,1973,"Les Emmerson","Control Of Me","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
53,241,1973,"Lighthouse","Pretty Lady","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
51,353,1973,"Linda Ronstadt","Love Has No Pride","True",0,"female",7,"Pop",0,49371,NULL
59,156,1973,"Little Jimmy Osmond","Tweedlee Dee","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
22,754,1973,"Lobo","How Can I Tell Her","True",0,"male",6,"Pop",0,390656,NULL
27,598,1973,"Lobo","It Sure Took A Long, Long Time","True",0,"male",5,"Pop",0,390655,NULL
86,29,1973,"Lobo","Love Me For What I Am","True",0,"male",5,"Rock",2,25264,NULL
68,109,1973,"Lobo","There Ain't No Way","True",0,"male",5,"Rock",0,25265,NULL
16,796,1973,"Loggins & Messina","My Music","True",2,"male",7,"Pop",0,34028,"https://p.scdn.co/mp3-preview/54067f16358d1a0f18be88f186590b271241bd6a?cid=635a94c846854eb29813825c79d704a2"
18,827,1973,"Loggins & Messina","Thinking Of You","True",2,"male",5,"Pop",0,34114,"https://p.scdn.co/mp3-preview/e19dd1af7c039fdbdd0c4f31945647fdb4bbb9fe?cid=635a94c846854eb29813825c79d704a2"
33,571,1973,"Looking Glass","Jimmy Loves Mary-Anne","True",0,"male",6,"Pop",0,7218323,NULL
16,839,1973,"Lou Reed","Walk On The Wild Side","True",0,"male",4,"Pop",0,48164,NULL
16,830,1973,"Loudon Wainwright III","Dead Skunk","True",0,"male",7,"Rock",2,472532,NULL
1,1617,1973,"The Love Unlimited Orchestra","Love's Theme","True",0,"#N/A",0,"Rock",0,5805286,NULL
83,45,1973,"Love Unlimited","It May Be Winter Outside (But In My Heart It's Spring)","True",0,"female",7,"Pop",0,707758,NULL
64,134,1973,"Luther Ingram","Always","True",0,"male",6,"R&B",0,1944317,NULL
74,146,1973,"Lynn Anderson","Top Of The World","True",0,"female",7,"Country",0,233443,NULL
73,152,1973,"Mac Davis","Dream Me Home","True",0,"male",4,"Country",0,6894837,NULL
88,60,1973,"Mac Davis","Your Side Of The Bed","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
71,120,1973,"Maceo And The Macks","Parrty (Part 1)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
52,315,1973,"Mandrill","Fencewalk","True",0,"male",4,"Pop",2,36770,NULL
83,71,1973,"Mandrill","Hang Loose","True",3,"duet",5,"Pop",0,36771,"https://p.scdn.co/mp3-preview/3f49ca53cd474538f1c732d6f67dc613ce8c3acd?cid=635a94c846854eb29813825c79d704a2"
35,445,1973,"Manu Dibango","Soul Makossa","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,1193,1973,"Marie Osmond","Paper Roses","True",0,"female",5,"Country",0,563276,NULL
92,13,1973,"Martin Mull","Dueling Tubas (Live)","True",0,"#N/A",0,"Pop",0,1609138,NULL
21,729,1973,"Marvin Gaye","Come Get To This","True",2,"male",7,"R&B",0,23245,NULL
1,1646,1973,"Marvin Gaye","Let's Get It On","True",4,"male",6,"R&B",0,76567,NULL
89,38,1973,"Maureen McGovern","I Won't Last A Day Without You","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,1102,1973,"Maureen McGovern","Morning After, The","True",2,"female",7,"Pop",2,3178,"https://p.scdn.co/mp3-preview/34ec6ec1ef865d0802566e6d0aa98b6c0bd90db0?cid=635a94c846854eb29813825c79d704a2"
36,513,1973,"Melanie","Bitter Bad","True",0,"male",5,"Pop",0,9047794,NULL
82,72,1973,"Melanie","Will You Love Me Tomorrow","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
62,219,1973,"Merle Haggard & The Strangers","Everybody's Had The Blues","True",2,"male",6,"Country",2,6172794,NULL
28,457,1973,"Merle Haggard","If We Make It Through December","True",0,"male",4,"Country",0,7554630,NULL
50,285,1973,"Michael Jackson","With A Child's Heart","True",2,"male",8,"R&B",0,25413,NULL
85,39,1973,"Michael Redway","Good Morning","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
87,38,1973,"Mickey Newbury","Sunshine","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
24,746,1973,"Millie Jackson","It Hurts So Good","True",0,"female",3,"R&B",0,802669,NULL
96,5,1973,"Mott The Hoople","One Of The Boys","True",2,"male",7,"Rock",0,423775,NULL
31,531,1973,"Neil Diamond","Cherry Cherry (Live)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
34,481,1973,"Neil Diamond","Be","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
56,203,1973,"Neil Diamond","Last Thing On My Mind, The","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
91,18,1973,"Neil Diamond","Long Way Home, The","True",0,"male",4,"Pop",0,1671144,NULL
17,1202,1973,"New York City","I'm Doin' Fine Now","True",0,"male",6,"Pop",0,8964253,NULL
93,28,1973,"New York City","Make Me Twice The Man","True",7,"male",7,"R&B",0,804560,"https://p.scdn.co/mp3-preview/6dea21b8427db4ae4ab39b47ba30d7e26e02786b?cid=635a94c846854eb29813825c79d704a2"
86,51,1973,"Harry Nilsson","As Time Goes By","True",0,"male",6,"Rock",0,496325,NULL
53,264,1973,"Nino Tempo And 5th Ave. Sax","Sister James","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
89,27,1973,"Nolan Porter","If I Could Only Be Sure","True",3,"male",6,"R&B",0,5728813,NULL
31,758,1973,"Ohio Players","Ecstasy","True",3,"male",7,"R&B",2,5600177,NULL
15,1018,1973,"Ohio Players","Funky Worm","True",0,"male",7,"R&B",0,2377399,NULL
6,1379,1973,"Olivia Newton-John","Let Me Be There (Live)","True",2,"female",7,"Pop",0,4494199,"https://p.scdn.co/mp3-preview/d4022dc9799af467ba522f4668ed03ac707c17c2?cid=635a94c846854eb29813825c79d704a2"
79,70,1973,"Painter","West Coast Woman","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
79,67,1973,"Paul Kelly","Don't Burn Me","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
10,948,1973,"Paul McCartney & Wings","Helen Wheels","True",0,"male",8,"Pop",0,1586672,NULL
1,1431,1973,"Paul McCartney & Wings","My Love (Live)","True",0,"male",8,"Rock",0,1923676,NULL
2,1316,1973,"Paul Simon","Loves Me Like A Rock","True",4,"male",7,"Pop",2,5541778,"https://p.scdn.co/mp3-preview/edfe6991f74ecd62bb143800833486b516859cab?cid=635a94c846854eb29813825c79d704a2"
35,460,1973,"Paul Simon","American Tune","True",0,"male",5,"Pop",0,5541752,NULL
2,1076,1973,"Paul Simon","Kodachrome","True",0,"male",6,"Pop",2,5541758,NULL
29,863,1973,"Perry Como","And I Love You So","True",0,"male",4,"Pop",0,9673566,NULL
13,970,1973,"Pink Floyd","Money","True",0,"male",8,"Rock",3,5670297,NULL
93,14,1973,"Ramsey Lewis","Kufanya Mapenzi","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
93,12,1973,"Rare Earth","We're Gonna Have A Good Time","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
94,15,1973,"Raspberries","I'm A Rocker","True",0,"male",7,"Rock",0,6872796,NULL
35,830,1973,"Raspberries","Let's Pretend","True",0,"male",7,"Rock",0,6872795,NULL
69,141,1973,"Raspberries","Tonight","True",0,"male",8,"Rock",0,6872794,NULL
82,59,1973,"Ray Charles & The Count Basie Orchestra","Come Live With Me","True",0,"male",5,"R&B",0,629592,NULL
81,48,1973,"Ray Charles","I Can Make It Thru The Days (But Oh Those Lonely Nights)","True",0,"male",7,"R&B",3,1906128,NULL
93,16,1973,"Ray Price","She's Got To Be A Saint","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
82,115,1973,"Ray Price","You're The Best Thing That Ever Happened To Me","True",0,"male",5,"Country",4,47020,NULL
65,150,1973,"Rick Nelson","Palace Guard","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,1206,1973,"Ringo Starr","Photograph","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,1206,1973,"Ringo Starr","You're Sixteen","True",0,"male",5,"Rock",0,218755,NULL
67,141,1973,"Ripple","I Dont Know What It Is But It Sure Is Funky","True",2,"male",7,"R&B",0,721997,"https://p.scdn.co/mp3-preview/4d7977e3b0e366c56365fd82d49d9f0b8b9ba9ab?cid=635a94c846854eb29813825c79d704a2"
30,479,1973,"Roberta Flack","Jesse","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,1348,1973,"Roberta Flack","Killing Me Softly With His Song","True",0,"female",5,"R&B",0,7445730,NULL
59,257,1973,"Rod Stewart","Oh! No Not My Baby","True",0,"male",8,"Rock",2,66170,NULL
59,195,1973,"Rod Stewart","Twistin' The Night Away","True",0,"male",8,"Rock",0,423873,NULL
83,78,1973,"Roger Daltrey","Giving It All Away","True",2,"male",8,"Rock",0,7802360,NULL
60,216,1973,"Ronnie Dyson","Just Don't Want To Be Lonely","True",0,"male",8,"Pop",0,740850,NULL
28,629,1973,"Ronnie Dyson","One Man Band (Plays All Alone)","True",0,"male",5,"R&B",0,2104004,NULL
89,19,1973,"Roy Clark","Come Live With Me (Live)","True",0,"male",5,"Country",3,2269737,NULL
81,52,1973,"Roy Clark","Somewhere Between Love And Tomorrow","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
43,370,1973,"Sam Neely","Rosalie","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
6,1229,1973,"Seals & Crofts","Diamond Girl","True",0,"male",6,"Pop",0,50508,NULL
20,840,1973,"Seals & Crofts","Hummingbird","True",0,"male",8,"Pop",0,50460,NULL
21,760,1973,"Seals & Crofts","We May Never Pass This Way (Again)","True",0,"male",5,"Pop",2,50491,NULL
63,186,1973,"Shawn Phillips","Lost Horizon","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
89,25,1973,"Shawn Phillips","We","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
48,396,1973,"Shirley Bassey","Never, Never, Never (Grande, Grande, Grande)","True",0,"female",5,"Pop",2,11097427,NULL
9,1330,1973,"Skylark","Wildflower (Original Hit Version)","True",2,"male",7,"Pop",0,5828327,"https://p.scdn.co/mp3-preview/44f14479f4df2c91ece1aec84a8d4707a361e07a?cid=635a94c846854eb29813825c79d704a2"
98,4,1973,"Slade","Cum On Feel The Noize","True",6,"male",9,"Pop",0,7188484,"https://p.scdn.co/mp3-preview/9954d51864d538a47cd2eb9c3367b0c429d54ee7?cid=635a94c846854eb29813825c79d704a2"
68,130,1973,"Slade","Gudbuy T' Jane","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
79,42,1973,"Sly & The Family Stone","Frisky","True",0,"male",6,"Pop",0,2304337,NULL
12,1216,1973,"Sly & The Family Stone","If You Want Me To Stay","True",0,"male",5,"Pop",0,2304336,NULL
27,721,1973,"Smokey Robinson","Baby Come Close","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
48,465,1973,"Smokey Robinson","Sweet Harmony","True",8,"male",8,"R&B",2,102160,"https://p.scdn.co/mp3-preview/86b88c41635f6e81e59b37f2d04c092515881b2c?cid=635a94c846854eb29813825c79d704a2"
77,96,1973,"Sonny & Cher","Mama Was A Rock And Roll Singer And Papa Used To Write All Her Songs","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
92,13,1973,"Spirit","Mr. Skin","True",3,"male",6,"Rock",0,734171,"https://p.scdn.co/mp3-preview/53320f9504d382c04be2dff5a8344855b8c09044?cid=635a94c846854eb29813825c79d704a2"
49,305,1973,"Stealers Wheel","Everyone's Agreed That Everything Will Turn Out Fine","False",0,"male",7,"Pop",0,13880190,NULL
6,1275,1973,"Stealers Wheel","Stuck In The Middle With You","True",0,"male",7,"Pop",0,13880190,NULL
63,222,1973,"Steely Dan","My Old School","True",0,"male",7,"Rock",0,155749,NULL
11,1096,1973,"Steely Dan","Reelin' In The Years","True",0,"male",7,"Rock",0,301621,NULL
61,198,1973,"Steely Dan","Show Biz Kids","True",0,"male",7,"Rock",0,566258,NULL
56,247,1973,"Stephen Stills","Isn't It About Time","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
4,1116,1973,"Stevie Wonder","Higher Ground","True",0,"male",7,"Pop",0,59522,NULL
8,1283,1973,"Stevie Wonder","Living For The City","True",2,"male",8,"Pop",4,59704,NULL
1,1325,1973,"Stevie Wonder","You Are The Sunshine Of My Life","True",0,"male",7,"Pop",0,59695,NULL
1,1400,1973,"Stories","Brother Louie","True",0,"male",9,"Rock",0,195692,NULL
50,320,1973,"Ian Lloyd & Stories","Mammy Blue","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
48,429,1973,"The Sutherland Brothers & Quiver","(I Don't Love You But) You Got Me Anyway","True",0,"male",6,"Pop",2,790171,NULL
72,88,1973,"Syl Johnson","Back For A Taste Of Your Love","True",0,"male",5,"R&B",0,5612424,NULL
95,8,1973,"Syl Johnson","We Did It","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
70,122,1973,"Sylvia (r&b)","Didn't I","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
3,1402,1973,"Sylvia (r&b)","Pillow Talk","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
99,4,1973,"Sylvia And Ralfi Pagan","Soul Je T'aime","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
72,69,1973,"Tammy Wynette","Kids Say the Darndest Things","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
74,119,1973,"Tanya Tucker","Blood Red And Goin' Down","True",0,"female",5,"Pop",0,5779254,NULL
86,28,1973,"Tanya Tucker","What's Your Mama's Name Child","True",0,"female",5,"Pop",0,5779258,NULL
35,579,1973,"Tavares","Check It Out","True",0,"male",6,"Pop",0,5788027,NULL
52,355,1973,"The 5th Dimension","Ashes To Ashes (Digitally Remastered 1997)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
70,96,1973,"The 5th Dimension","Everything's Been Changed","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
82,99,1973,"The 5th Dimension","Flashback","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
32,485,1973,"The 5th Dimension","Living Together, Growing Together","True",0,"#N/A",0,"Pop",0,79134,NULL
2,1222,1973,"The Allman Brothers Band","Ramblin' Man","True",0,"male",5,"Rock",0,7593,NULL
91,41,1973,"The Association","Names, Tags, Numbers & Labels","True",3,"male",6,"Pop",0,493587,"https://p.scdn.co/mp3-preview/66065c87b79252dbb137f8c75a33a6a6be1d5953?cid=635a94c846854eb29813825c79d704a2"
73,132,1973,"The Band","Ain't Got No Home","True",0,"male",5,"Rock",2,1125613,NULL
84,55,1973,"The Beach Boys","California Saga (On My Way To Sunny Californ-i-a) (Remastered)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
49,444,1973,"The Beach Boys","Sail On, Sailor (Remastered)","True",0,"male",5,"Pop",0,13061244,NULL
37,541,1973,"The Blue Ridge Rangers","Hearts Of Stone","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
33,584,1973,"The Chi-Lites","A Letter To Myself","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
47,337,1973,"The Chi-Lites","I Found Sunshine","True",8,"male",7,"R&B",0,11419,"https://p.scdn.co/mp3-preview/08e32987232e8ec5e09ab45422408de9b804cf2b?cid=635a94c846854eb29813825c79d704a2"
92,31,1973,"The Chi-Lites","My Heart Just Keeps On Breaking","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
30,696,1973,"The Chi-Lites","Stoned Out Of My Mind","True",10,"male",8,"R&B",2,546317,"https://p.scdn.co/mp3-preview/2c52b4f0321db00535868f56ff3aec39fe96ddda?cid=635a94c846854eb29813825c79d704a2"
86,39,1973,"The Crusaders","Don't Let It Get You Down","True",0,"#N/A",0,"Jazz",0,583882,NULL
32,586,1973,"The Defranco Family","Abra-Ca-Dabra (Feat. Tony DeFranco)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
3,1293,1973,"The Defranco Family","Heartbeat It's A Love Beat (Feat. Tony DeFranco)","True",3,"male",9,"Pop",0,7088634,NULL
91,32,1973,"The Delfonics","I Don't Want To Make You Wait","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
34,649,1973,"The Dells","Give Your Baby A Standing Ovation","True",0,"male",8,"R&B",4,12581,NULL
51,284,1973,"The Dells","My Pretending Days Are Over","True",9,"duet",9,"R&B",2,5791320,NULL
15,837,1973,"The Doobie Brothers","China Grove (Feat. Chris Young)","True",0,"duet",7,"Pop",0,2746482,NULL
8,1225,1973,"The Doobie Brothers","Long Train Runnin'","True",0,"male",7,"Rock",3,16379,NULL
45,383,1973,"The Dramatics","Fell For You","True",0,"male",6,"R&B",0,5873679,NULL
43,472,1973,"The Dramatics","Hey You! Get Off My Mountain","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
68,130,1973,"The Ebonys","It's Forever","True",0,"male",8,"Pop",2,7254440,NULL
55,351,1973,"The Grass Roots","Love Is What You Make It","False",0,"male",7,"Pop",0,5874284,NULL
61,209,1973,"The Guess Who","Follow Your Daughter Home","True",0,"male",8,"Rock",2,144201,NULL
60,235,1973,"The Hollies","Magic Woman Touch (2003 Remastered Version)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
63,209,1973,"The Hues Corporation","Freedom For The Stallion","True",0,"male",4,"R&B",0,6890516,NULL
57,215,1973,"Incredible Bongo Band","Bongo Rock","True",0,"#N/A",0,"R&B",0,692672,NULL
41,348,1973,"The Independents","Baby I've Been Missing You","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
65,100,1973,"The Independents","It's All Over","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
21,823,1973,"The Independents","Leaving Me","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
60,307,1973,"The Intruders","I Wanna Know Your Name","True",0,"male",6,"Pop",5,6574868,NULL
36,598,1973,"The Intruders","I'll Always Love My Mama","True",0,"male",6,"Pop",5,6574873,NULL
6,1471,1973,"The Isley Brothers","That Lady (Part 1)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
55,312,1973,"The Isley Brothers","What It Comes Down To","True",4,"male",7,"R&B",0,6498133,"https://p.scdn.co/mp3-preview/06e4095909a2297b26bbfbe11a81604fdbda8ffe?cid=635a94c846854eb29813825c79d704a2"
30,748,1973,"The J. Geils Band","Give It To Me","True",0,"male",6,"Rock",0,7404822,NULL
98,6,1973,"The J. Geils Band","Make Up Your Mind","True",0,"male",6,"Rock",0,7404828,NULL
43,502,1973,"The Manhattans","There's No Me Without You","True",0,"male",6,"R&B",6,36738,NULL
77,109,1973,"The Manhattans","You'd Better Believe It","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
56,245,1973,"Smokey Robinson & The Miracles","Don't Let It End ('Til You Let It Begin)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
68,176,1973,"The Moments","Gotta Find A Way","True",10,"male",9,"Pop",3,63656,"https://p.scdn.co/mp3-preview/9470bdc23c01c2cfbd8314ae7cb0bb0877132b4c?cid=635a94c846854eb29813825c79d704a2"
12,754,1973,"The Moody Blues","I'm Just A Singer (In A Rock And Roll Band)","True",0,"male",7,"Rock",0,38043,NULL
83,72,1973,"The Mystic Moods Orchestra","Cosmic Sea","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
35,618,1973,"The New Birth","I Can Understand It","True",0,"male",7,"Pop",3,7217900,NULL
97,6,1973,"The New Birth","Until It's Time For You To Go","True",0,"female",9,"Pop",3,6720310,NULL
95,12,1973,"The New Seekers","Come Softly To Me","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
29,638,1973,"The New Seekers","Pinball Wizard / See Me, Feel Me","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,1164,1973,"The O'Jays","Love Train","True",0,"male",7,"Pop",2,44507,NULL
10,1092,1973,"The O'Jays","Put Your Hands Together","True",0,"duet",7,"R&B",0,484879,NULL
33,491,1973,"The O'Jays","Time to Get Down","True",2,"male",7,"R&B",2,11558804,"https://p.scdn.co/mp3-preview/97c6ade3921b435b327afa4b39570f27f9905e51?cid=635a94c846854eb29813825c79d704a2"
36,387,1973,"The Osmonds","Goin' Home","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
36,482,1973,"The Osmonds","Let Me In","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
56,225,1973,"The Ovations","Having a Party (feat. Louis Williams)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
99,3,1973,"The Partridge Family","Friend And A Lover","True",0,"male",7,"Pop",0,45466,NULL
39,467,1973,"The Persuaders","Some Guys Have All The Luck","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
61,194,1973,"The Pointer Sisters","Wang Dang Doodle","True",0,"female",6,"Pop",0,5963439,NULL
11,1083,1973,"The Pointer Sisters","Yes We Can Can","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
